지점명,주소,다행
금천지점,경기 광주시 도척면 진우리 1005번지,100 
천안지점,"서울 중구 을지로 100, 6층, 7층, 8층","119,829 "
노원지점,경기 포천시 해룡로 83-135,"14,700 "
여의도지점,서울 영등포구 버드나루로 84,0 
대덕지점,"대전 유성구 엑스포로 385, 본관동 1층, 3층","5,200 "
대전지점,대전 유성구 테크노1로 11-7,"16,060 "
,"인천 동구 방축로37번길 30, 8동 234호",26 
부천지점,경기 고양시 일산동구 중앙로 1072,0 
시화지점,"BOULEVARD PASEO DE LA PLATA #1106, COL, PARQUE INDUSTRIAL AEROPUERTO SUMAR 1 MORELOS, ZACATECAS MEXICO",0 
금천지점,울산 남구 상개로 81,"1,767 "
부산지점,부산 북구 금곡대로 52,"8,333 "
안산지점,"경기 시흥시 경기과기대로 219, 606호",300 
압구정지점,"AV. PROLONGACION RUIZ CORTINES1500, COL. BELLO AMANECER RESIDENCIAL, GUADALUPE, N.L., MEXICO",0 
강남지점,"서울 영등포구 국제금융로 10, 14층","1,000 "
평택지점,"서울 강서구 양천로 400-12, 1006호",505 
경주지점,경북 경주시 강동면 강동산단로 60,"2,020 "
전주지점,전북 군산시 번영로 104,0 
대덕지점,충북 단양군 매포읍 매포농공단지로 260,"2,720 "
마포지점,경기 부천시 오정로 183,218 
안산지점,"서울 종로구 대학로12길 15, 5층",800 
천안지점,충북 충주시 엄정면 세고개로 154,"3,000 "
안양지점,"경기 용인시 기흥구 구성로 357, A동 6층","22,000 "
청주지점,충북 청주시 흥덕구 오송읍 의료단지길 34,630 
마포지점,서울 강서구 마곡중앙8로3길 37,"10,000 "
성서지점,대구 달서구 성서로 335,"2,853 "
종로지점,REPUBLIC OF PANAMA,0 
반포지점,"서울 강남구 개포로 619, 7층",0 
송도지점,충북 음성군 원남면 상노길 274,"4,920 "
송도지점,"인천 연수구 송도과학로 32, S동 2102호",800 
해양산업금융실,"서울 중구 충무로 9, 702호","3,605 "
압구정지점,경기 양주시 광적면 광적로 455,"4,286 "
부산지점,부산 사상구 감전동 128-29번지,"3,000 "
대덕지점,대전 유성구 테크노2로 126,"3,000 "
진주지점,"서울 영등포구 여의나루로 60, 10층","32,300 "
금남로지점,전남 장흥군 장평면 농공단지길 46-29,"10,874 "
금천지점,"서울 성동구 성수이로 51, 504호","1,296 "
금정지점,경남 양산시 산막공단북9길 92,"2,000 "
해운대지점,"No.39, 2nd phoenix Steet, Phoenix Lake Industrial Zone, Yongchuan District, Chongqing, China",0 
청주지점,충북 청주시 흥덕구 오송읍 오송생명2로 66-15,858 
동탄지점,경기 화성시 동탄산단2길 7-3,"3,990 "
해운대지점,경남 양산시 상북면 소토리 479-19번지,"5,225 "
해양산업금융실,"서울시 영등포구 국제금융로 56, 15층(여의도동, 대우증권 빌딩)",0 
영업부,경기 안성시 죽산면 걸미로 363,200 
금정지점,울산 울주군 삼남읍 가천공단로 12,"6,388 "
가산지점,전남 나주시 왕곡면 혁신산단3길 41,"6,754 "
서부산지점,부산 사하구 장림번영로 85,"12,514 "
하남지점,서울 강남구 학동로 336,"15,526 "
송도지점,인천 연수구 벤처로 61,500 
여의도지점,"충북 청주시 상당구 용담로 7, 1층 (주)대원","12,000 "
,"경기 화성시 남양읍 북양리 500-35번지 , 500-36","10,582 "
여수지점,전남 여수시 돌산읍 돌산로 3600-1,"4,000 "
대구지점,경북 경산시 진량읍 문천길 139-9,"4,097 "
판교지점,경기 화성시 향남읍 발안로 411-31,450 
광주지점,광주 광산구 월전로 40,"3,000 "
강남지점,전북 전주시 완산구 감나무3길 3,"4,490 "
인천지점,인천 부평구 평천로199번길 25,"30,000 "
하남지점,"경기 안산시 단원구 첨단로267번길 48, 201호","2,800 "
전주지점,충북 괴산군 괴산읍 괴강로공단길 17,"1,500 "
당진지점,"서울 강서구 양천로 583, A동 1201호, 1202호, 1301호",64 
대덕지점,충북 충주시 가주농공2길 27,0 
울산지점,경남 창원시 성산구 정동로162번길 40,"50,000 "
서소문지점,"서울 중구 통일로 86, 312호","2,700 "
여의도지점,경기 화성시 송산면 송산포도로 601-5,"25,248 "
여수지점,"전남 광양시 광양읍 서북2길 11, 101동 1505호",50 
강남지점,전북 전주시 덕진구 상리1길 14,"3,000 "
해양산업금융실,"서울 종로구 종로5길 68, 803호","4,131 "
천안지점,"세종 한누리대로 499, 1층 107호","3,000 "
성동지점,"서울 중구 세종대로 73, 801호",0 
당진지점,서울 마포구 양화로 78,500 
부산지점,부산 강서구 가덕도동 1499번지,"16,080 "
광주지점,광주 광산구 진곡산단3번로 41-17,"7,438 "
군산지점,광주 광산구 사암로 209,0 
춘천지점,경기 파주시 법원읍 웅담리 산121-6번지,"19,483 "
부천지점,인천 계양구 서운산단로1길 25,"10,625 "
잠실지점,충남 당진시 고대면 성산로 464,"1,800 "
부산지점,"부산 서구 원양로 105, 407호 에이호","6,000 "
해운대지점,경남 창원시 마산회원구 봉양로 122,"6,640 "
당진지점,"경기 하남시 조정대로 35, 지하1층, 알비113호",900 
마곡지점,"서울 강남구 논현로76길 27, 2층,4층","2,700 "
서소문지점,"서울 구로구 디지털로30길 31, 제8층제801호,제802호","3,000 "
목포지점,"광주 서구 시청로 92, 2층 201호","4,000 "
반포지점,경기 수원시 장안구 경수대로 1246,"60,000 "
분당지점,"서울 송파구 백제고분로 101, 8층,9층,10층","5,000 "
목포지점,전남 영암군 삼호읍 소등로 137,0 
경산지점,"경북 경산시 진량읍 봉황길 23, 3층","3,894 "
원주지점,"경기 성남시 수정구 창업로 17, A동 8층","25,000 "
경산지점,경북 경산시 하양읍 지식산업5로 66,301 
분당지점,경기 화성시 양감면 초록로 757,"2,862 "
광주지점,충남 예산군 고덕면 예당산단3길 106,"8,879 "
의정부지점,경북 포항시 남구 장기면 동해안로 3296,"1,577 "
용인지점,"인천 연수구 송도문화로 119, 지원센터동 비1025-2호","1,000 "
부천지점,"경기 김포시 양촌읍 황금로274번길 16, 2층","2,045 "
울산지점,부산 기장군 정관읍 산단5로 104-20,"1,500 "
울산지점,울산 울주군 삼남읍 방기가천로 410,"16,000 "
목포지점,전남 영암군 삼호읍 대불산단8로 78,"2,304 "
부천지점,"서울특별시 강남구 테헤란로 512. 10층(대치동, 신안빌딩)","35,000 "
대구지점,경북 경산시 진량읍 공단7로 55,"14,675 "
여의도지점,"INDUSTRIESTRASE 6, 63607 WACHTERSBACH",0 
마곡지점,"서울 영등포구 의사당대로 83, 9층","5,000 "
오창지점,충북 청주시 청원구 오창읍 2산단로 100,"140,000 "
종로지점,대전 대덕구 대화로 80,"16,000 "
분당지점,충북 충주시 신니면 동락길 207,"3,000 "
서소문지점,"서울 송파구 법원로 114, B동 1201호","4,000 "
분당지점,충남 아산시 인주면 공세리 58-88번지,"6,444 "
한티지점,서울 영등포구 버드나루로14가길 24,0 
안양지점,경기 수원시 권선구 산업로156번길 88-55,300 
용인지점,"경기 광명시 하안로 60, E동 7층","5,000 "
여의도지점,광주 광산구 하남산단1번로 51,"23,363 "
진주지점,경남 산청군 생비량면 지리산대로 4243,0 
부천지점,"서울 강남구 삼성로 530, 별관","6,000 "
경주지점,경기 김포시 월곶면 애기봉로 517-35,"14,126 "
목포지점,"LOT HT-3-1, ROAD D2, SAIGON HI-TECH PARK, TAN THU WARD, DISTRICT 9, HOCHIMINH CITY, VIETNAM",0 
여의도지점,서울 성동구 가람길 283,"3,500 "
가산지점,서울 서초구 서초중앙로8길 10,"1,200 "
금정지점,부산 금정구 두실로 19-1,"1,560 "
노원지점,"경기 화성시 동탄반석로 160, 210호","4,290 "
하남지점,"서울 송파구 문정동 289 가든파이브웍스(나블럭) 씨동 711,712,713,714","9,034 "
분당지점,"경기 성남시 분당구 황새울로240번길 3, 7층 16호","2,000 "
포항지점,부산 동구 중앙대로 348,"4,000 "
마곡지점,서울 강남구 강남대로 538,"58,558 "
,경남 양산시 유산공단7길 45,"2,100 "
당진지점,충남 당진시 석문면 산단3로1길 39,591 
안양지점,"경기 성남시 중원구 둔촌대로 400, 7층","1,040 "
종로지점,REPUBLIC OF PANAMA,0 
광주지점,광주 광산구 평동산단3번로 105,"1,600 "
부산지점,부산 기장군 정관읍 농공길 89-2,"3,000 "
여수지점,전남 순천시 해룡면 여순로 1377,0 
강남지점,"서울 강남구 논현로 136, 4층","1,387 "
경산지점,경북 영천시 채신동 658번지,"1,000 "
아산지점,충남 아산시 배방읍 세교길 135,"1,521 "
제주지점,제주 제주시 남성로 60,"4,000 "
군산지점,전북 김제시 용지면 백자1길 112,0 
,충북 진천군 덕산읍 산수산단1로 13-13,"2,600 "
인천지점,충남 당진시 신평면 당진항만로 73,300 
광주지점,전남 나주시 동수농공단지길 137-17,"16,958 "
해운대지점,경남 사천시 축동면 두량로 59,"7,572 "
분당지점,"TORREON, MEXICO",0 
원주지점,강원 횡성군 우천면 우천산업단지로 38-20,"3,909 "
심사2부,"서울 용산구 서빙고로 17, 26층,27층","5,000 "
금천지점,경기 용인시 기흥구 이현로30번길 131-1,"14,000 "
인천지점,"서울 강서구 양천로 583, A동 1808호, 1809호","14,000 "
부천지점,"서울 강남구 테헤란로 138, 8층","5,000 "
압구정지점,충북 음성군 맹동면 대동로389번길 61,"1,000 "
해양산업금융실,"부산 해운대구 센텀중앙로 97, A동 3510호",420 
원주지점,충남 금산군 부리면 창평로 346,"5,546 "
경산지점,경북 영천시 임고면 신선로 553,"1,500 "
양산지점,"부산 서구 원양로 179, 2층 아시아냉장(주)",900 
동탄지점,경기 평택시 진위면 진위산단로 75,0 
마곡지점,서울 용산구 한강대로 92,0 
잠원지점,강원 정선군 남면 곰골길 159-13,"3,000 "
성동지점,"경기 하남시 조정대로 35, F동 214-2호",245 
수원지점,"SUITE NO.03, M FLOOR, TTC BUILDING, DUY TAN STREET, CAU GIAY DISTRICT, HANOI, VIETNAM",0 
강남지점,경기 시흥시 경제로 27,"3,800 "
청주지점,대전 서구 둔산남로105번길 27,0 
용인지점,경기 수원시 권선구 산업로 173-25,400 
대전지점,"대전 동구 한밭대로1297번길 9, 501호","7,800 "
송도지점,인천 남동구 앵고개로 584,0 
동탄지점,경기 김포시 양촌읍 황금로258번길 9,"12,500 "
잠실지점,강원 강릉시 남부로 197,"10,250 "
가산지점,"PRUMYSLOVA 2060, 737 01 CESKY TESIN, CZECH REPUBLIC",0 
일산지점,서울 송파구 중대로 64,"45,000 "
송도지점,"서울 서초구 명달로 93, 702호","2,101 "
진주지점,경남 고성군 동해면 동해로 1469,"7,000 "
전주지점,전북 전주시 덕진구 신복로 103,200 
종로지점,충남 서천군 장항읍 신창서로 29,"8,600 "
여의도지점,경남 함안군 법수면 윤외공단길 68,"8,308 "
제주지점,제주 서귀포시 안덕면 병악로 420,"4,870 "
잠원지점,서울 강남구 영동대로 511,0 
아산지점,"2015 AVE., JOHNSON CONTROLS PARQUE, INDUSTRIAL SANTA MARIA, RAMOS ARIZPE, COAHULA, MEXICO",0 
노원지점,서울 중구 충무로 2,"21,100 "
시화지점,"경기 안산시 단원구 풍전로 37-9, 305동 126호",190 
성동지점,"서울 강남구 선릉로129길 16, 5층 501호",204 
군산지점,충남 천안시 서북구 3공단2로 42,"3,000 "
경주지점,경북 경주시 천북면 천북산단로2길 89-51,"4,623 "
김해지점,"LOT K4, TRANG DUE INDUSTRIAL PARK, LE LOI COMMUNE, AN DUONG DISTRICT, HAI PHONG CITY, VIETNAM",0 
청주지점,충북 증평군 도안면 모래재로 22-130,"2,559 "
판교지점,경기 광주시 삼지곡길22번길 6-3,"8,117 "
마곡지점,서울 강남구 강남대로 538,"3,900 "
부천지점,경기 오산시 지곶중앙로 1-20,"1,000 "
마곡지점,"서울 강남구 테헤란로 146, 11층",525 
울산지점,울산 남구 테크노산업로29번길 175,"4,221 "
평택지점,경기 화성시 마도면 청원산단8길 119,"16,000 "
가산지점,전북 익산시 왕궁면 푸드폴리스로9길 1,"1,250 "
가산지점,충북 진천군 덕산읍 인석로 191,"9,175 "
전주지점,전북 전주시 덕진구 가리내로 30,0 
용인지점,충남 천안시 서북구 입장면 연곡길 213,"6,325 "
대전지점,대전 유성구 신성로 155,"8,400 "
잠실지점,경기 남양주시 화도읍 차산리 835번지,"3,000 "
시화지점,"경기 시흥시 경기과기대로 171, 716호","8,000 "
해양산업금융실,"서울시 영등포구 국제금융로 56, 16층(여의도동, 대우증권 빌딩)",0 
잠원지점,"경기 성남시 분당구 미금일로90번길 36-9, 5층","18,417 "
경주지점,충남 아산시 영인면 토정로 103,0 
경주지점,경북 경주시 외동읍 산업로 2463,0 
여수지점,전남 고흥군 동강면 죽암로 281-19,"4,088 "
춘천지점,강원 영월군 한반도면 강원남로 330-58,500 
부산지점,"부산 동구 중앙대로 358, 6층","4,000 "
부천지점,충남 예산군 응봉면 응봉로 50-16,"4,800 "
시화지점,경기 용인시 처인구 모현읍 백옥대로 2578-2,0 
하남지점,"경기 화성시 동탄산단6길 15-12, 일반산업단지","6,000 "
잠실지점,"서울 송파구 송파대로22길 5-23, 2층","3,000 "
부산지점,경남 양산시 유산공단7길 45,"2,000 "
마곡지점,경기 용인시 처인구 이동읍 덕성산단1로28번길 15,0 
성동지점,경기 파주시 월롱산로 20,"1,000 "
한티지점,서울 성북구 지봉로24길 12,100 
용인지점,"서울 서초구 반포대로 235, 8층","7,000 "
충주지점,충북 충주시 충주산단3로 65,"1,100 "
평택지점,경기 평택시 세교산단로 16,0 
안양지점,"서울 구로구 디지털로31길 12, 15층",903 
당진지점,충남 당진시 신평면 원신당로 171,"2,250 "
,"BICSA FINANCIAL CENTER, 60TH FLOOR, BALBOA AVE, PANAMA CITY, REPUBLIC OF PANAMA",0 
해양산업금융실,"BICSA FINANCIAL CENTER, 60TH FLOOR, BALBOA AVE, PANAMA CITY, REPUBLIC OF PANAMA",0 
서소문지점,"서울 금천구 가산디지털1로 171, 1614,1615,1616호",250 
성서지점,대구 달성군 구지면 달성2차동1로 10,"1,000 "
금천지점,"서울 영등포구 여의대로 108, 33층","20,000 "
대구지점,대구 수성구 알파시티1로35길 23,"1,190 "
안양지점,서울 강남구 논현로 633,200 
시화지점,경기 부천시 조마루로411번길 26,"7,683 "
목포지점,"광주 서구 시청로 92, 2층 201호","2,000 "
여의도지점,제주 제주시 연미길 42,"10,000 "
김포지점,"서울 금천구 가산디지털2로 60, 1층","3,280 "
잠원지점,"경기 성남시 분당구 황새울로200번길 36, 1010호, 1011호",67 
