고객명,관리부점명,본사주소,"기업
공개",회계 감사의견,"기업
규모",기준연월,당행_기준년도,당행_직전년도,당행_직직전년도,기준년도,매출액_기준년도,매출액_직전년도,매출액_직직전년도,영업이익_기준년도,영업이익_직전년도,영업이익_직직전년도,당기순이익_기준년도,당기순이익_직전년도,당기순이익_직직전년도,depth_1,depth_2,depth_3,x,y
(주)서울티이엔티,당진지점,"경기 하남시 조정대로 35, F동 309호",일반,,중소기업,202205,810 ,900 ,"1,000 ",2021,"2,867 ","4,269 ","13,098 ",13 ,131 ,-146 ,199 ,262 ,90 ,경기,하남시,풍산동,127.183350249088,37.550312481814
동우특장차(주),당진지점,충남 당진시 석문면 산단3로1길 39,외감,,중소기업,202205,341 ,607 ,626 ,2021,"13,794 ","9,789 ","9,305 ",419 ,-350 ,-982 ,158 ,-656 ,"-1,309 ",충남,당진시,석문면 통정리,126.586919670903,36.9965095531544
(주)폴리피아,당진지점,충남 당진시 신평면 원신당로 171,일반,,중소기업,202205,"2,261 ","2,200 ","3,000 ",2021,"23,432 ","19,237 ","20,840 ",740 ,14 ,111 ,498 ,-295 ,-792 ,충남,당진시,신평면 신흥리,126.802169342352,36.876787789673
한성기업(주),당진지점,"서울 서초구 언남11길 33, 402호",일반,,중소기업,202205,200 ,220 ,260 ,2021,"7,513 ","10,682 ","10,114 ",259 ,470 ,520 ,134 ,322 ,426 ,서울,서초구,양재동,127.042887540988,37.4754736852987
(주)경기화학약품상사,당진지점,"경기 부천시 경인로 522, 9층",외감,적정,중소기업,202205,"2,677 ","2,996 ","3,123 ",2021,"19,238 ","42,610 ","44,335 ",633 ,714 ,"1,406 ",11 ,156 ,591 ,경기,부천시,괴안동,126.813345743824,37.4845645975523
(주)태영산업,당진지점,"경기 성남시 중원구 둔촌대로 484, 613호",외감,적정,중소기업,202205,"7,800 ","6,800 ","6,800 ",2021,"38,845 ","28,753 ","30,809 ","2,156 ","1,341 ","2,999 ","1,027 ",326 ,"2,076 ",경기,성남시 중원구,상대원동,127.170630149639,37.4312750742185
남선철강공업(주),당진지점,충남 당진시 고대면 고대로 618,외감,적정,중소기업,202205,"7,000 ","7,000 ","7,000 ",2021,"50,342 ","28,614 ","28,742 ","3,464 ",415 ,313 ,"2,701 ",104 ,178 ,충남,당진시,고대면 당진포리,126.562590281209,36.9590609775613
(주)우주공업사,당진지점,경기 포천시 내촌면 금강로2018번길 43,외감,적정,중소기업,202205,"3,000 ","1,500 ",0 ,2021,"32,198 ","28,552 ","30,293 ",-404 ,124 ,196 ,-416 ,220 ,74 ,경기,포천시,내촌면 음현리,127.224125616134,37.7566854951269
(주)넥스시스템즈,당진지점,충남 아산시 선장면 부엉산길 39,외감,적정,중소기업,202205,"5,000 ","5,000 ","5,000 ",2021,"30,179 ","21,150 ","36,105 ",-864 ,"-8,108 ",266 ,"-1,236 ","-9,427 ",-593 ,충남,아산시,선장면 선창리,126.869146952584,36.7908201847057
(주)서울유니온약품,당진지점,서울 영등포구 문래동 6번지,외감,적정,대기업,202205,"3,000 ","3,000 ","3,000 ",2021,"286,669 ","270,248 ","232,685 ","9,126 ","9,429 ","9,825 ","6,213 ","9,430 ","8,251 ",서울,영등포구,문래동3가,126.902050927065,37.5153333835599
(주)에이엘베스트,당진지점,충남 당진시 송악읍 순성로 777-47,일반,,중소기업,202205,"2,940 ","2,970 ","3,070 ",2021,"28,960 ","16,446 ","11,410 ",330 ,136 ,123 ,330 ,184 ,2 ,충남,당진시,송악읍 청금리,126.727062330199,36.8642042238222
(주)대전유니온약품,당진지점,대전 서구 혜천로 15,외감,적정,대기업,202205,"3,000 ","3,000 ","3,000 ",2021,"220,792 ","209,991 ","204,678 ","20,273 ","18,807 ","20,739 ","13,922 ","14,449 ","15,876 ",대전,서구,정림동,127.369890830608,36.3081309439956
(주)케이에스더블유,당진지점,경기 안산시 단원구 산단로67번길 126,외감,적정,중소기업,202205,"10,000 ",0 ,0 ,2021,"50,773 ","19,144 ","17,154 ","2,614 ",980 ,542 ,"2,485 ",524 ,359 ,경기,안산시 단원구,목내동,126.773429243513,37.3058910410333
INZI CONTROLS HUNGARY LLC,당진지점,"2931 알마스퓨지, 페퇴피 광장 10, 헝가리",기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)세스,당진지점,충남 천안시 서북구 직산읍 4산단4로 32,일반,,중소기업,202205,"1,200 ","1,200 ","1,500 ",2021,"4,182 ","11,036 ","5,106 ",-117 ,"-1,547 ",-531 ,108 ,"-1,017 ",153 ,충남,천안시 서북구,직산읍 모시리,127.119697720129,36.8633678035044
퓨어만(주),당진지점,충북 보은군 장안면 매화구인로 332-13,외감,적정,중소기업,202205,"3,293 ","4,007 ","3,760 ",2021,"5,098 ","9,887 ","9,005 ","-2,857 ","-1,712 ","-1,370 ","-3,373 ","-2,234 ","-1,949 ",충북,보은군,장안면 구인리,127.767623218802,36.4676111255195
(주)한내포티,당진지점,충청남도 당진시 석문면 산단3로5길22,외감,적정,중소기업,202205,"4,785 ","4,785 ","4,785 ",2021,454 ,174 ,0 ,"-6,921 ","-4,009 ","-1,372 ","-17,624 ","-5,625 ","-1,433 ",충남,당진시,석문면 통정리,126.592868677145,37.0022641047288
(주)크린자원산업,당진지점,경기 고양시 일산동구 지영로196번길 183,외감,한정(감사범위제한),중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"15,363 ","13,919 ","10,909 ",-70 ,"-1,860 ",462 ,-442 ,"-2,112 ",256 ,경기,고양시 일산동구,지영동,126.835319032706,37.7130418523258
(주)이지엘코엘티디,당진지점,"서울 성동구 연무장11길 15, 5층",일반,,중소기업,202205,601 ,316 ,0 ,2021,"36,575 ","14,832 ","19,998 ","3,724 ","-2,125 ",420 ,"3,369 ","-1,968 ",439 ,서울,성동구,성수동2가,127.057261019438,37.5433898232612
에코솔루션홀딩스,당진지점,서울특별시 강남구 테헤란로 152 강남파이낸스센터,기타,,중소기업,202205,"7,189 ","9,494 ",0 ,2021,,,,,,,,,,서울,강남구,역삼동,127.036508620542,37.5000242405515
(주)미트하임,당진지점,서울 강남구 논현로67길 56,일반,,중소기업,202205,"4,130 ","3,154 ",0 ,2021,"27,774 ","26,212 ","26,346 ","1,522 ",405 ,53 ,"1,175 ",338 ,59 ,서울,강남구,역삼동,127.035433173592,37.4931586274115
대성아이디에스(주),당진지점,경기 양주시 칠봉산로228번길 156-14,일반,,중소기업,202205,"2,150 ","2,150 ",0 ,2021,"16,643 ","14,047 ","13,242 ",343 ,310 ,323 ,345 ,256 ,241 ,경기,양주시,봉양동,127.082814458121,37.8593358101121
삼양화성(주),군산지점,서울 종로구 종로33길 31,외감,적정,대기업,202205,"5,000 ","5,000 ","5,000 ",2021,"397,324 ","259,848 ","264,694 ","4,786 ","3,836 ","4,744 ","3,223 ","2,353 ","3,528 ",서울,종로구,연지동,127.001093731891,37.572610878924
(주)선진,군산지점,경기 이천시 대월면 사동로 76,상장,적정,대기업,202205,"88,914 ","96,756 ","85,592 ",2021,"1,169,294 ","929,637 ","779,406 ","29,626 ","29,201 ","41,419 ","19,773 ","22,437 ","26,837 ",경기,이천시,대월면 사동리,127.494612129603,37.2357736165824
군산도시가스(주),군산지점,전북 군산시 해망로 178,외감,적정,대기업,202205,351 ,367 ,431 ,2021,"198,912 ","162,295 ","195,202 ","8,351 ","3,744 ","6,274 ","4,437 ","1,573 ","2,016 ",전북,군산시,장미동,126.71774668496,35.9882704189898
(주)아이에스테크,군산지점,전북 군산시 동장산로 106-22,외감,적정,중소기업,202205,"5,000 ","5,000 ","5,000 ",2021,"18,556 ","16,481 ","21,126 ","2,188 ","-1,157 ","1,623 ","5,783 ","1,728 ","1,590 ",전북,군산시,소룡동,126.589407389576,35.9568718204245
(주)대두식품,군산지점,전북 군산시 서수면 상장곤윗길 23,외감,적정,중소기업,202205,"10,825 ","12,264 ","12,743 ",2021,"100,734 ","89,178 ","87,870 ","9,846 ","4,698 ","4,611 ","8,265 ","3,056 ","2,919 ",전북,군산시,서수면 마룡리,126.883229663486,36.009225850583
군산시,군산지점,전북　군산시　중앙로　１가　１１－１,기타,,기타,202205,34 ,35 ,39 ,2021,,,,,,,,,,전북,군산시,중앙로1가,126.711680157337,35.9877632898697
대한유리공업(주),군산지점,전북 김제시 백구면 번영로 2640-52,일반,,중소기업,202205,"2,550 ","2,600 ","2,880 ",2021,"8,199 ","6,497 ","7,895 ",44 ,74 ,160 ,22 ,28 ,68 ,전북,김제시,백구면 석담리,126.974288860859,35.8819909560245
이원석(협동섬유),군산지점,"전북 익산시 석암로9길 141, 1층",개인,,중소기업,202205,396 ,0 ,0 ,2021,0 ,"1,740 ","1,556 ",0 ,134 ,130 ,0 ,95 ,83 ,전북,익산시,팔봉동,127.015665076609,35.9540494757463
(주)한농화성,군산지점,전북 군산시 외항1길 24,상장,적정,대기업,202205,"34,750 ","21,500 ","12,500 ",2021,"268,797 ","208,255 ","204,695 ","19,544 ","13,750 ","11,950 ","19,696 ","12,986 ","9,978 ",전북,군산시,소룡동,126.673258696793,35.980881234476
(주)진흥주물,군산지점,전북 군산시 가도로 56,외감,적정,중소기업,202205,"26,000 ","23,600 ","27,000 ",2021,"75,121 ","64,404 ","64,032 ","-3,321 ","2,755 ",754 ,"-2,584 ",741 ,355 ,전북,군산시,오식도동,126.569480357995,35.9510450079396
백광산업(주),군산지점,전북 군산시 임해로 494-16,상장,적정,대기업,202205,"43,550 ","38,400 ","45,100 ",2021,"190,822 ","171,019 ","168,529 ","18,648 ","12,721 ","21,442 ","15,086 ","10,298 ","16,259 ",전북,군산시,소룡동,126.626140521637,35.9691687927379
(주)동원,군산지점,전북 익산시 석암로17길 27,외감,적정,중소기업,202205,"3,900 ","3,900 ","3,900 ",2021,"16,655 ","12,518 ","10,045 ",750 ,157 ,-920 ,-99 ,69 ,"-3,170 ",전북,익산시,팔봉동,127.017594975715,35.9559344233148
(주)신라식품,군산지점,경남 김해시 진영읍 서부로179번길 6,외감,적정,중소기업,202205,"3,000 ","3,000 ","3,000 ",2021,"46,271 ","44,065 ","37,698 ","2,273 ","1,784 ","1,310 ","1,146 ","1,046 ",404 ,경남,김해시,진영읍 죽곡리,128.7702915411,35.2825090679059
코스모이엔지(주),군산지점,경기 김포시 장릉로 45-10,외감,적정,중소기업,202205,"5,070 ","5,070 ","5,300 ",2021,"18,639 ","15,710 ","20,022 ",92 ,155 ,78 ,66 ,74 ,-76 ,경기,김포시,풍무동,126.72037743413,37.6120811066919
(주)알룩스,군산지점,전북 김제시 백산면 자유무역2길 45-22,외감,적정,중소기업,202205,"8,913 ","9,725 ","10,134 ",2021,"53,739 ","37,335 ","39,759 ","2,236 ","1,989 ","2,811 ","1,485 ",297 ,"1,586 ",전북,김제시,백산면 부거리,126.882418448191,35.8436166489331
(주)대승,군산지점,경기 평택시 서탄면 수월암4길 200,외감,적정,대기업,202205,"2,000 ","2,000 ","2,000 ",2021,"207,034 ","181,819 ","178,873 ","8,942 ","5,051 ","5,038 ","9,648 ","4,601 ","5,637 ",경기,평택시,서탄면 수월암리,127.035442350182,37.1325076961735
(주)제이피씨오토모티브,군산지점,대전 유성구 죽동로 95,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"56,702 ","61,240 ","48,656 ",719 ,"1,652 ","1,161 ","1,369 ","2,665 ","4,051 ",대전,유성구,죽동,127.334220352652,36.3747333457678
대륜산업(주),군산지점,전북 완주군 봉동읍 완주산단7로 115,외감,적정,중소기업,202205,"1,600 ","1,600 ","1,600 ",2021,"28,668 ","25,128 ","26,180 ",-189 ,415 ,633 ,-68 ,334 ,742 ,전북,완주군,봉동읍 둔산리,127.130453122748,35.9559200618681
(주)농업회사법인주원산오리,군산지점,충북 진천군 광혜원면 죽현리 55-13번지,외감,적정,대기업,202205,"22,995 ","27,195 ","28,094 ",2021,"77,110 ","75,401 ","71,578 ","5,349 ","-7,327 ","-4,985 ","4,458 ","-8,185 ","-5,618 ",NAN,NAN,NAN,NAN,NAN
의료법인오성의료재단동군산병원,군산지점,전북 군산시 조촌로 149,비영리법인,적정,기타,202205,"6,555 ","6,920 ","8,380 ",2021,"79,166 ","66,196 ","58,926 ","7,580 ","2,635 ","2,516 ","6,245 ",451 ,435 ,전북,군산시,조촌동,126.73697300784,35.9775482468758
(주)필로시스,군산지점,전북 군산시 옥구읍 광월길 28-5,외감,적정,중소기업,202205,650 ,650 ,"1,000 ",2021,"45,502 ","29,462 ","30,955 ","-17,242 ","-14,649 ","7,750 ","-19,574 ","-16,206 ","3,979 ",전북,군산시,옥구읍 상평리,126.712029415236,35.9310717674457
(주)아이에스오토,군산지점,경기 안산시 단원구 만해로 243,외감,적정,중소기업,202205,"5,000 ","5,000 ","5,000 ",2021,"13,687 ","15,066 ","21,701 ",-392 ,263 ,403 ,765 ,"1,349 ","1,495 ",경기,안산시 단원구,성곡동,126.764730441414,37.3226647177575
금성지관(주),군산지점,충남 서천군 종천면 종천공단길 44,일반,,중소기업,202205,"2,270 ","2,270 ","2,270 ",2021,"2,197 ","2,108 ","2,638 ",205 ,196 ,238 ,6 ,5 ,55 ,충남,서천군,종천면 석촌리,126.699945651676,36.1153252275794
다산기공(주),군산지점,전북 완주군 봉동읍 테크노밸리2로 17,외감,적정,중소기업,202205,"17,519 ","15,266 ","18,373 ",2021,"79,863 ","74,956 ","44,607 ","3,853 ","3,276 ","1,875 ","1,671 ",663 ,"-2,192 ",전북,완주군,봉동읍 장구리,127.11542219117,35.9714681266568
(주)선진에프에스,군산지점,경기 이천시 대월면 사동로 76,외감,적정,대기업,202205,"17,265 ","14,493 ","12,384 ",2021,"148,304 ","126,644 ","119,169 ","3,882 ","1,106 ","2,446 ","1,777 ",821 ,"1,359 ",경기,이천시,대월면 사동리,127.494612129603,37.2357736165824
화일실업(주),군산지점,충남 공주시 공단길 5,외감,적정,중소기업,202205,"3,242 ","1,950 ","2,041 ",2021,"33,300 ","25,330 ","31,003 ","1,006 ",970 ,"1,162 ","1,749 ",81 ,"1,226 ",충남,공주시,검상동,127.073410285982,36.4305197718478
(주)코츠,군산지점,충남 서천군 장항읍 장항공단길 31,외감,적정,중소기업,202205,"3,000 ","2,000 ","2,000 ",2021,"70,086 ","62,667 ","60,499 ","2,907 ","2,806 ","3,402 ","2,823 ","3,091 ","2,964 ",충남,서천군,장항읍 원수리,126.71738010721,36.0066949481666
(주)옵토웰,군산지점,전북 전주시 덕진구 반룡로 42,외감,적정,중소기업,202205,"3,780 ","4,008 ","3,688 ",2021,"9,168 ","7,050 ","5,880 ",856 ,695 ,536 ,659 ,388 ,345 ,전북,전주시 덕진구,팔복동2가,127.089789693989,35.8564251245033
푸른익산환경(주),군산지점,전북 익산시 황등면 신기리 117-17번지,외감,적정,중소기업,202205,"9,257 ","9,487 ","10,395 ",2021,"1,965 ","2,034 ","2,124 ","1,196 ","1,277 ","1,371 ",-333 ,-352 ,-400 ,전북,익산시,황등면 신기리,126.936838041129,35.9879742302496
(주)파이프라인,군산지점,전북 군산시 외항로 608,외감,적정,중소기업,202205,"13,225 ","10,394 ","9,698 ",2021,"37,430 ","27,839 ","26,051 ","1,638 ","1,211 ","1,232 ","1,328 ","1,041 ","2,562 ",전북,군산시,소룡동,126.603076940958,35.9614854374689
(주)동승통상,군산지점,서울 마포구 포은로 120,외감,적정,중소기업,202205,737 ,"4,000 ","4,000 ",2021,"29,707 ","26,334 ","42,536 ","1,050 ",-468 ,"4,308 ","1,424 ",-409 ,"5,058 ",서울,마포구,망원동,126.904499532869,37.5576996980366
(주)세양스포츠,군산지점,서울 마포구 포은로 120,외감,적정,중소기업,202205,0 ,0 ,0 ,2021,"16,231 ","12,690 ","17,758 ","2,006 ","1,275 ","3,079 ","1,774 ","1,133 ","2,545 ",서울,마포구,망원동,126.904499532869,37.5576996980366
케이넷(주),군산지점,전북 정읍시 고부면 고부농단길 41,외감,적정,중소기업,202205,"1,700 ","1,700 ",0 ,2021,"45,060 ","35,969 ","30,123 ","2,444 ","4,335 ","2,876 ","1,510 ","3,039 ",937 ,전북,정읍시,고부면 덕안리,126.771860393333,35.6043534082167
(주)엠텍,군산지점,충남 당진시 송산면 당산1로 11,외감,적정,중소기업,202205,"5,150 ","4,500 ",0 ,2021,"22,849 ","17,841 ","22,336 ","1,289 ",396 ,"2,026 ","1,166 ",280 ,"2,349 ",충남,당진시,송산면 당산리,126.639286021852,36.9476548173511
(주)참고을,군산지점,전북 김제시 순동산단1길 28-17,외감,적정,중소기업,202205,"41,051 ","37,349 ","31,622 ",2021,"109,381 ","90,480 ","91,014 ","2,991 ","2,570 ","3,303 ","1,121 ","1,320 ","1,560 ",전북,김제시,순동,126.923490012605,35.8197188705932
하이호경금속(주),군산지점,전북 군산시 새만금북로 133,외감,적정,대기업,202205,"13,050 ","4,011 ","10,447 ",2021,"340,294 ","236,072 ","355,563 ","4,762 ","2,392 ","3,559 ","2,715 ","1,107 ","1,898 ",전북,군산시,오식도동,126.551192059445,35.9473884951674
유엘피(주),군산지점,충남 아산시 영인면 신봉길 103-38,외감,적정,중소기업,202205,"5,080 ","5,280 ","5,530 ",2021,"32,026 ","31,255 ","28,630 ","1,415 ","1,356 ",340 ,622 ,572 ,"-1,587 ",충남,아산시,영인면 신봉리,126.984116970577,36.9007732952816
(주)동북쇼핑,군산지점,"서울 종로구 진흥로 432, 9층 903호",외감,적정,중소기업,202205,"3,000 ","3,000 ","2,000 ",2021,"97,574 ","89,661 ","79,858 ","6,403 ","5,322 ","3,296 ","6,643 ","3,878 ","1,916 ",서울,종로구,구기동,126.956582338236,37.6081902910913
반석중공업(주),군산지점,전북 김제시 금구면 풍요로 831,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"53,654 ","43,639 ","39,310 ","2,841 ","1,390 ","2,456 ","2,599 ","1,736 ","2,010 ",전북,김제시,금구면 옥성리,126.989308089916,35.7859849311192
(주)네오플램,군산지점,강원 원주시 지정면 기업도시로 1,외감,적정,중소기업,202205,"4,000 ","2,000 ",0 ,2021,"111,803 ","108,104 ","87,309 ","8,408 ","8,346 ","2,834 ","7,239 ","5,220 ",354 ,강원,원주시,지정면 신평리,127.891123089324,37.3771532662319
정우화인(주),군산지점,"전북 익산시 석암로1길 63-8, 75",외감,적정,중소기업,202205,"10,400 ","10,400 ","10,400 ",2021,"58,723 ","43,131 ","46,281 ","1,566 ","1,996 ","1,804 ","1,064 ","1,415 ","1,127 ",NAN,NAN,NAN,NAN,NAN
(주)제이앤디,군산지점,전북 완주군 봉동읍 완주산단1로 103,일반,,중소기업,202205,550 ,550 ,550 ,2021,"7,693 ","5,837 ","6,288 ",353 ,167 ,190 ,277 ,72 ,53 ,전북,완주군,봉동읍 용암리,127.13327903544,35.9385403102667
삼양이노켐(주),군산지점,전북 군산시 자유무역1길 133,외감,적정,대기업,202205,"50,000 ","50,000 ",0 ,2021,"561,382 ","281,418 ","239,117 ","279,912 ","63,636 ","5,936 ","231,745 ","60,714 ","2,150 ",전북,군산시,오식도동,126.543396593502,35.9674206807592
국일철강(주),군산지점,전북 군산시 동장산로 105-17,외감,적정,중소기업,202205,"3,000 ","3,500 ","4,000 ",2021,"121,157 ","65,344 ","60,772 ","3,063 ",-424 ,608 ,"3,254 ","-1,177 ",164 ,전북,군산시,소룡동,126.584999201474,35.9568888323793
(주)경산,군산지점,경기 안양시 동안구 흥안대로439번길 20-2,외감,적정,대기업,202205,"8,600 ","8,600 ","4,677 ",2021,"26,746 ","23,683 ","11,903 ","3,425 ","1,591 ","1,007 ","9,199 ","3,650 ","2,342 ",경기,안양시 동안구,관양동,126.973451281262,37.3942167486721
(주)이씨에스,군산지점,전북 군산시 새만금산단3로 185,일반,,중소기업,202205,400 ,472 ,710 ,2021,"3,472 ","6,970 ","2,690 ",592 ,791 ,540 ,498 ,724 ,488 ,전북,군산시,오식도동,126.564007966482,35.9374669095387
새한기업(주),군산지점,전북 김제시 만경읍 백석로 371,일반,적정,중소기업,202205,"2,430 ","2,700 ","2,700 ",2021,"15,873 ","24,657 ","34,637 ",257 ,592 ,708 ,196 ,301 ,279 ,전북,김제시,만경읍 대동리,126.864971753163,35.8496860262024
(주)하림,군산지점,전북 익산시 망성면 망성로 14,코스닥,적정,대기업,202205,"114,259 ","113,196 ","104,961 ",2021,"1,087,191 ","869,658 ","804,828 ","29,440 ","2,338 ","-44,469 ","11,491 ","6,400 ","-40,751 ",전북,익산시,망성면 어량리,127.039995034562,36.0761469957768
(주)디티에스,군산지점,전북 군산시 자유무역2길 45,외감,적정,중소기업,202205,"11,142 ","14,603 ","16,553 ",2021,"41,298 ","75,240 ","35,741 ","3,867 ","2,364 ",484 ,"1,069 ","-13,357 ","-1,137 ",전북,군산시,오식도동,126.554301134814,35.9617838343225
(주)조풍건설,군산지점,전북 군산시 현충로 35,외감,적정,중소기업,202205,"4,950 ","4,950 ","6,000 ",2021,"17,917 ","26,504 ","38,211 ",921 ,950 ,"1,921 ",793 ,"1,012 ","1,423 ",전북,군산시,나운동,126.688073810551,35.9587734662112
대승정밀(주),군산지점,경기 평택시 서탄면 수월암4길 202,외감,적정,대기업,202205,"11,250 ","12,500 ","13,000 ",2021,"86,891 ","86,259 ","97,152 ","1,249 ","1,968 ","2,758 ","5,346 ","4,111 ","8,033 ",경기,평택시,서탄면 수월암리,127.033288285015,37.131898301494
"HARIM USA, LTD.",군산지점,미국 델라웨어주,외감,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
대한이앤이(주),군산지점,전북 군산시 옥서북길 276-27,외감,적정,중소기업,202205,0 ,0 ,"3,160 ",2021,"18,182 ","19,154 ","11,828 ",688 ,"1,339 ",905 ,"3,539 ","1,066 ",542 ,전북,군산시,내초동,126.620827231074,35.9452470687566
케이에스아이(주),군산지점,"경기 안양시 동안구 전파로 88, 701호",일반,,중소기업,202205,"1,900 ","1,900 ","1,900 ",2021,"15,484 ","15,022 ","9,185 ",381 ,306 ,-808 ,217 ,171 ,"-1,016 ",경기,안양시 동안구,호계동,126.942557408975,37.3893873786035
명가유업(주),군산지점,경기 이천시 마장면 덕평로891번길 30-19,외감,적정,중소기업,202205,"3,500 ","3,500 ","3,500 ",2021,"51,004 ","46,411 ","47,115 ","1,177 ","1,051 ","1,322 ",474 ,488 ,734 ,경기,이천시,마장면 덕평리,127.360134929061,37.2371229304915
(주)선진한마을,군산지점,경기 이천시 부발읍 신아로 58,외감,적정,대기업,202205,"26,500 ","26,667 ","21,000 ",2021,"242,010 ","240,675 ","200,368 ","13,690 ","10,578 ","-13,934 ","11,560 ","9,502 ","-10,237 ",경기,이천시,부발읍 아미리,127.488499434443,37.2585383420441
(주)대한창호,군산지점,전북 김제시 백구면 번영로 2640-65,외감,적정,중소기업,202205,"1,520 ","1,520 ","1,600 ",2021,"15,291 ","11,267 ","17,778 ",-445 ,-852 ,"1,376 ",-706 ,"-1,110 ","1,276 ",전북,김제시,백구면 석담리,126.974236045454,35.8809348580942
의료법인대산의료재단,군산지점,전북 익산시 신동 142-1번지,비영리법인,적정,기타,202205,"2,400 ","2,400 ","6,100 ",2021,"55,323 ","49,499 ","48,898 ","2,500 ",212 ,"2,973 ","1,899 ","1,283 ",450 ,전북,익산시,신동,126.966687110372,35.9618242075747
(주)참프레,군산지점,전북 부안군 행안면 옥여길 32-29,외감,적정,대기업,202205,"21,882 ","21,506 ","17,091 ",2021,"483,529 ","439,064 ","455,392 ","-3,122 ","-3,901 ","-6,757 ","3,751 ","-3,150 ","-7,734 ",전북,부안군,행안면 역리,126.722922868656,35.7357328810453
(주)금도건설,군산지점,전북 군산시 현충로 35,외감,적정,중소기업,202205,"5,197 ","5,598 ","7,800 ",2021,"54,266 ","60,037 ","63,302 ","1,782 ","1,485 ","1,128 ",951 ,772 ,731 ,전북,군산시,나운동,126.688073810551,35.9587734662112
(주)경산씨앤티,군산지점,경기 안양시 동안구 흥안대로439번길 20-2,외감,적정,대기업,202205,0 ,0 ,"1,000 ",2021,"137,009 ","94,897 ","99,801 ","9,113 ","6,420 ","4,160 ","8,067 ","4,566 ","3,245 ",경기,안양시 동안구,관양동,126.973451281262,37.3942167486721
(주)크린앤사이언스,군산지점,"서울 강남구 영동대로 511, 903-1",코스닥,적정,중소기업,202205,"34,034 ","34,837 ","41,728 ",2021,"121,212 ","149,966 ","117,760 ","-2,854 ","19,034 ","10,783 ","-7,539 ","13,552 ","8,007 ",NAN,NAN,NAN,NAN,NAN
(주)세움,군산지점,전북 정읍시 정신로 22-19,외감,적정,대기업,202205,600 ,"1,200 ","2,400 ",2021,"38,424 ","36,381 ","48,978 ",-403 ,"-1,382 ","1,241 ",420 ,-153 ,661 ,전북,정읍시,하북동,126.869422907663,35.5967527255921
(주)대동철강,압구정지점,전북 익산시 목천로2길 73,외감,적정,중소기업,202205,"6,054 ","6,324 ","7,036 ",2021,"43,257 ","29,390 ","27,809 ",540 ,239 ,347 ,553 ,201 ,279 ,전북,익산시,인화동1가,126.950587156196,35.9265866724457
(주)선진햄,군산지점,충북 음성군 대소면 대금로 649,외감,적정,대기업,202205,"5,079 ","4,959 ","3,680 ",2021,"48,511 ","37,159 ","34,973 ","5,147 ","3,768 ","4,277 ","3,740 ","2,782 ","3,215 ",충북,음성군,대소면 태생리,127.508478725866,36.9711189914589
(유)이성당,군산지점,서울 송파구 잠실6동 29번지 롯데월드타워&롯데월드몰 6층,일반,,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"9,463 ","7,602 ","7,859 ",-190 ,-560 ,534 ,-262 ,-632 ,456 ,서울,송파구,신천동,127.103433202893,37.513101157342
(주)동원앤피플,군산지점,"서울 송파구 송파대로 167, A동 1616호",외감,적정,중소기업,202205,"5,455 ","5,997 ","5,828 ",2021,"48,542 ","46,933 ","35,130 ",119 ,"2,077 ","-1,545 ",-771 ,138 ,"-2,085 ",서울,송파구,문정동,127.120933640924,37.4846614982049
(주)지엔에스해운,군산지점,"서울 종로구 종로5길 13, 9층",외감,적정,중소기업,202205,"1,500 ","1,500 ",0 ,2021,"116,967 ","62,579 ","74,017 ","5,757 ",967 ,"2,518 ","5,220 ",364 ,"1,390 ",서울,종로구,청진동,126.980465491172,37.5710334273168
(주)명세,군산지점,경기 평택시 진위면 삼남로 745-24,외감,적정,중소기업,202205,"8,300 ","8,520 ","8,740 ",2021,"64,323 ","52,378 ","49,977 ","1,424 ","1,391 ","1,582 ",657 ,509 ,675 ,경기,평택시,진위면 마산리,127.090107721118,37.0879729701759
영미산업(주),군산지점,경기 용인시 처인구 중부대로1504번길 42,외감,적정,중소기업,202205,"3,500 ","3,500 ","3,500 ",2021,"72,354 ","56,058 ","47,392 ","8,356 ","3,814 ","2,639 ","6,840 ","3,136 ","2,178 ",경기,용인시 처인구,마평동,127.212450263424,37.2272418333281
(주)일강,군산지점,경기 평택시 서탄면 수월암4길 240,외감,적정,중소기업,202205,"3,000 ","5,000 ","5,000 ",2021,"129,352 ","95,994 ","87,120 ","4,932 ","3,011 ","2,153 ","3,073 ","2,026 ","1,497 ",경기,평택시,서탄면 수월암리,127.037669173167,37.1311173011437
청림실업(주),군산지점,"서울 송파구 백제고분로 266, 8층",외감,적정,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"23,857 ","21,497 ","23,911 ","3,932 ","3,156 ","5,295 ","2,673 ","3,161 ","2,286 ",서울,송파구,삼전동,127.095862096384,37.502206920257
태영세라믹(주),군산지점,충남 당진시 면천면 면천로 1092-5,외감,적정,중소기업,202205,"10,504 ","9,358 ","10,470 ",2021,"28,726 ","26,879 ","25,223 ",426 ,720 ,"1,343 ",63 ,118 ,506 ,충남,당진시,면천면 문봉리,126.708497675305,36.8057406586549
