고객명,관리부점명,본사주소,"기업
공개",회계 감사의견,"기업
규모",기준연월,당행_기준년도,당행_직전년도,당행_직직전년도,기준년도,매출액_기준년도,매출액_직전년도,매출액_직직전년도,영업이익_기준년도,영업이익_직전년도,영업이익_직직전년도,당기순이익_기준년도,당기순이익_직전년도,당기순이익_직직전년도,depth_1,depth_2,depth_3,x,y
남해화학(주),여수지점,서울 강남구 테헤란로113길 15,상장,적정,대기업,202205,"31,950 ","6,193 ","2,378 ",2021,"1,451,884 ","1,009,845 ","1,187,201 ","20,491 ","26,392 ","15,331 ","21,664 ","25,044 ","16,041 ",서울,강남구,삼성동,127.065786608589,37.5110896924162
(주)와이엔텍,여수지점,전남 여수시 여수산단로 1232,코스닥,적정,대기업,202205,"40,475 ","43,550 ","46,850 ",2021,"106,327 ","99,975 ","86,238 ","33,031 ","29,956 ","22,864 ","24,408 ","20,371 ","16,774 ",전남,여수시,월내동,127.734342594555,34.8515986582816
(주)제철산업,여수지점,경남 진주시 이반성면 진마대로2498번길 10-12,일반,,중소기업,202205,"3,000 ","3,000 ","3,500 ",2021,"9,287 ","7,502 ","7,234 ",193 ,211 ,265 ,249 ,205 ,147 ,경남,진주시,이반성면 길성리,128.322457952534,35.1495599908176
창신화학(주),여수지점,전남 여수시 여수산단로 534,외감,적정,중소기업,202205,"9,550 ","10,013 ","10,250 ",2021,"31,266 ","18,994 ","17,156 ","4,141 ","1,710 ",924 ,"3,463 ","1,292 ",647 ,전남,여수시,중흥동,127.682826091893,34.8245396056188
대양해운(주),여수지점,제주 제주시 동문로 125,외감,,중소기업,202205,"3,300 ","3,300 ","2,000 ",2021,"12,088 ","2,985 ","2,568 ",-939 ,"-3,442 ","-3,626 ",-933 ,"-3,549 ","-3,422 ",제주특별자치도,제주시,건입동,126.540101516932,33.5140751365415
(주)진주햄,여수지점,경남 양산시 유산공단7길 39,외감,적정,대기업,202205,"8,500 ","8,500 ","8,500 ",2021,"110,984 ","100,109 ","104,965 ","3,728 ","2,432 ","1,077 ","3,511 ","1,945 ",477 ,경남,양산시,유산동,129.033040969785,35.3638258045504
재원산업(주),여수지점,전남 여수시 낙포단지길 79,외감,적정,대기업,202205,"33,575 ","34,081 ","41,350 ",2021,"232,421 ","205,384 ","203,411 ","13,101 ","10,047 ","4,190 ","23,733 ","16,137 ","10,963 ",전남,여수시,낙포동,127.76204366561,34.8634234044147
유한기술(주),여수지점,전남 여수시 여수산단로 810,외감,적정,대기업,202205,"12,000 ","13,000 ","1,000 ",2021,"161,065 ","186,981 ","171,601 ","8,303 ","5,504 ","17,173 ","6,787 ","4,447 ","9,975 ",전남,여수시,중흥동,127.698004405739,34.8459461734726
(주)중원,여수지점,경남 김해시 진례면 진례로147번길 37,일반,,중소기업,202205,"2,500 ","3,500 ","3,500 ",2021,"11,522 ","13,309 ","8,527 ",617 ,"1,067 ",256 ,581 ,"1,093 ",124 ,경남,김해시,진례면 송정리,128.74711055876,35.2385904107481
(주)파루,여수지점,전남 순천시 서면 산단4길 12,코스닥,적정,중소기업,202205,"12,000 ","12,000 ","12,000 ",2021,"43,123 ","40,984 ","52,213 ","-2,024 ","-13,833 ","1,000 ","-1,958 ","-22,939 ",131 ,전남,순천시,서면 선평리,127.505590219084,34.9818533221524
(주)제철공무,여수지점,전남 광양시 옥곡면 신금산단1길 44-9,일반,,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"20,995 ","19,320 ","16,651 ",865 ,788 ,444 ,673 ,677 ,362 ,전남,광양시,옥곡면 신금리,127.726244943864,34.9694344638283
(주)픽슨,여수지점,전남 광양시 광양읍 인덕로 1077,외감,적정,중소기업,202205,"2,390 ","2,390 ","2,390 ",2021,"21,041 ","17,953 ","21,225 ",968 ,928 ,"1,783 ",355 ,197 ,"1,355 ",전남,광양시,광양읍 칠성리,127.582411279401,34.9787465323496
평화해운(주),여수지점,"전남 고흥군 도양읍 비봉로 266-16, 2층 204호",일반,,중소기업,202205,200 ,200 ,200 ,2021,0 ,"3,924 ","3,567 ",0 ,407 ,149 ,0 ,336 ,73 ,전남,고흥군,도양읍 봉암리,127.144320047517,34.5228380519354
(주)재원인더스트리,여수지점,"서울 영등포구 여의나루로 60, 8층",외감,적정,중소기업,202205,"3,000 ","3,000 ","3,000 ",2021,"21,316 ","16,862 ","24,032 ","1,314 ","1,565 ","1,115 ","2,707 ","1,283 ","1,270 ",서울,영등포구,여의도동,126.926225192863,37.5223003029771
(주)스노젠,여수지점,충남 천안시 동남구 광덕면 세종로 4162,외감,적정,중소기업,202205,"4,200 ","1,000 ","6,041 ",2021,"38,872 ","25,535 ","27,012 ","1,497 ","2,115 ","1,781 ","1,490 ","1,477 ","1,730 ",충남,천안시 동남구,광덕면 행정리,127.159852447491,36.6925607948844
(주)에스에프시,여수지점,전남 여수시 여수산단1로 342-42,외감,적정,중소기업,202205,"34,179 ","32,860 ","17,142 ",2021,"114,858 ","81,726 ","82,987 ","1,809 ","4,896 ","6,646 ","1,800 ","3,957 ","5,027 ",전남,여수시,화치동,127.648580421335,34.8316257675123
(유)케이엠티,여수지점,전남 여수시 상암로 344,외감,적정,중소기업,202205,0 ,0 ,0 ,2021,"35,330 ","92,925 ","67,000 ","7,163 ","2,855 ","1,477 ","5,498 ","2,103 ","1,124 ",전남,여수시,호명동,127.719593910851,34.8035523625774
(주)엠이시,여수지점,전남 광양시 옥곡면 신금산단5길 30,외감,적정,중소기업,202205,"5,141 ","5,383 ","5,843 ",2021,"10,404 ","10,519 ","12,216 ","1,076 ",381 ,"1,040 ",500 ,127 ,557 ,전남,광양시,옥곡면 신금리,127.714186502016,34.9770256925224
(주)엘에프,여수지점,서울 강남구 언주로 870,상장,적정,대기업,202205,"21,591 ","21,829 ","32,078 ",2021,"1,145,492 ","1,115,870 ","1,405,259 ","78,023 ","47,720 ","90,425 ","142,953 ","39,683 ","73,927 ",서울,강남구,신사동,127.034063337955,37.5280188930679
(주)아텍,여수지점,전남 순천시 서면 승주로 1372,일반,,중소기업,202205,"2,500 ","2,500 ","2,500 ",2021,"9,483 ","5,198 ","7,510 ",668 ,112 ,618 ,634 ,122 ,537 ,전남,순천시,서면 대구리,127.436976802361,35.0316486634531
보고예선(주),여수지점,경남 사천시 향촌동 994-18번지,일반,,중소기업,202205,"3,100 ","3,100 ","3,100 ",2021,"3,286 ","3,037 ","2,671 ",-84 ,163 ,38 ,-124 ,129 ,105 ,경남,사천시,향촌동,128.091235717271,34.9315746864466
(주)신성메이저글러브,여수지점,전남 순천시 서면 산단4길 30,외감,적정,중소기업,202205,"11,990 ","12,204 ","12,160 ",2021,"23,473 ","20,064 ","19,141 ","1,455 ","1,107 ","1,866 ",678 ,120 ,931 ,전남,순천시,서면 압곡리,127.508172190726,34.9811064815649
(주)강동아스콘,여수지점,전남 광양시 광양읍 직동2길 15,일반,,중소기업,202205,0 ,0 ,0 ,2021,0 ,"5,674 ","7,007 ",0 ,"1,207 ","1,573 ",0 ,"1,418 ","1,442 ",전남,광양시,광양읍 죽림리,127.642158645367,34.9643304621888
(주)하이테크엔지니어링,여수지점,전남 여수시 여수산단1로 366,외감,적정,대기업,202205,"4,240 ","4,240 ","8,738 ",2021,"160,450 ","127,275 ","140,206 ","19,253 ","4,251 ","6,626 ","12,761 ","3,024 ","4,834 ",전남,여수시,화치동,127.647706114089,34.8334002112351
(주)한라해운,여수지점,제주 제주시 동문로 125,일반,,중소기업,202205,700 ,700 ,0 ,2021,"3,520 ",344 ,518 ,-156 ,"-1,783 ","-1,813 ",-163 ,"-1,759 ","-1,684 ",제주특별자치도,제주시,건입동,126.540101516932,33.5140751365415
(주)다원하이텍,여수지점,전남 광양시 태인4길 50,일반,,중소기업,202205,"1,786 ","1,943 ","4,072 ",2021,"32,034 ","23,280 ","28,443 ","1,261 ",865 ,906 ,903 ,453 ,278 ,전남,광양시,태인동,127.76316303511,34.9403875413119
(주)선영,여수지점,"경기 의왕시 오전공업길 13, 1301호",외감,적정,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"54,749 ","52,684 ","52,255 ","1,632 ","2,205 ","2,955 ",661 ,"1,171 ","1,236 ",경기,의왕시,오전동,126.966848408486,37.3555989437649
금호티앤엘(주),여수지점,전남 여수시 여수산단로 1469-100,외감,적정,대기업,202205,"18,154 ","21,368 ","26,964 ",2021,"80,264 ","75,929 ","66,469 ","10,434 ","12,409 ","12,041 ","-1,174 ","5,131 ","7,993 ",전남,여수시,낙포동,127.742141845821,34.8597358324578
(주)지와이씨,여수지점,전남 순천시 서면 순천로 60-21,일반,,중소기업,202205,"1,352 ","1,352 ","1,410 ",2021,"4,822 ","4,176 ","3,931 ",214 ,462 ,230 ,37 ,417 ,148 ,전남,순천시,서면 죽평리,127.491244942203,34.9961896957427
(주)스노젠그린,여수지점,"서울 서초구 서초대로 396, 13층",외감,적정,대기업,202205,"18,466 ","13,887 ","4,084 ",2021,"141,054 ","137,261 ","161,652 ",683 ,"4,803 ","2,768 ","1,093 ",101 ,"2,071 ",서울,서초구,서초동,127.024761420493,37.4965621966412
(주)여수해양,여수지점,전남 여수시 돌산읍 신추길 54,외감,적정,중소기업,202205,"15,812 ","16,521 ","14,642 ",2021,"38,383 ","37,567 ","29,255 ","4,323 ","3,490 ","2,310 ","18,675 ","2,834 ","2,127 ",전남,여수시,돌산읍 우두리,127.754781729328,34.7308212588099
한마음의료재단여수제일병원,여수지점,전남 여수시 쌍봉로 70,비영리법인,적정,기타,202205,"3,000 ","3,000 ","3,000 ",2021,"55,190 ","51,939 ","46,962 ","1,663 ","1,855 ","2,107 ",668 ,841 ,958 ,전남,여수시,학동,127.663539607037,34.7659726931559
성덕산업(주),여수지점,전남 여수시 여수산단1로 346,일반,,중소기업,202205,"2,250 ","2,300 ","2,200 ",2021,"2,733 ","5,437 ","5,190 ",82 ,336 ,281 ,29 ,223 ,254 ,전남,여수시,화치동,127.645994769868,34.8322175856764
(주)여수조선,여수지점,전남 여수시 돌산읍 신추길 63,일반,,중소기업,202205,360 ,360 ,360 ,2021,"2,481 ","1,775 ","2,237 ",163 ,16 ,84 ,165 ,37 ,72 ,전남,여수시,돌산읍 우두리,127.756014074319,34.7311679550015
(주)이엠테크,여수지점,충남 서산시 대산읍 독곶리 86-5번지,외감,적정,중소기업,202205,"19,568 ","20,441 ","13,162 ",2021,"28,971 ","15,701 ","19,609 ","5,321 ","-1,217 ","4,559 ","4,509 ","-1,530 ","3,855 ",충남,서산시,대산읍 독곶리,126.374948692702,36.9923398599028
(주)파스텔세상,여수지점,서울 강남구 논현로 323,외감,적정,대기업,202205,"4,098 ","4,910 ","6,393 ",2021,"109,463 ","93,299 ","106,178 ","9,235 ","2,902 ",84 ,"7,454 ","2,433 ",-12 ,서울,강남구,역삼동,127.039562553491,37.4939214608267
(주)트라이본즈,여수지점,서울 강남구 논현로 323,외감,적정,대기업,202205,"5,000 ","2,000 ","2,000 ",2021,"79,409 ","72,420 ","86,080 ","4,011 ","3,165 ","2,771 ","7,753 ","2,750 ","1,404 ",서울,강남구,역삼동,127.039562553491,37.4939214608267
보고선박(주),여수지점,경남 사천시 남일로 135-1,일반,,중소기업,202205,"3,800 ","3,800 ","3,935 ",2021,"2,903 ","2,227 ","2,112 ",173 ,255 ,34 ,40 ,113 ,-152 ,경남,사천시,향촌동,128.091244351106,34.9316398656839
은성기업(주),여수지점,전남 여수시 여수산단로 285-10,외감,적정,중소기업,202205,"4,562 ","4,617 ","6,125 ",2021,"13,191 ","18,151 ","10,907 ","1,314 ","2,368 ","1,251 ",869 ,"1,404 ",383 ,전남,여수시,월하동,127.668853596399,34.8083770750418
광진선박(주),여수지점,전남 여수시 좌수영로 332,일반,,중소기업,202205,0 ,0 ,499 ,2021,0 ,"8,103 ","7,292 ",0 ,484 ,12 ,0 ,558 ,68 ,전남,여수시,오림동,127.710121125217,34.7601580533254
(주)현대계전,여수지점,전남 여수시 여수산단로 579,일반,,중소기업,202205,895 ,0 ,0 ,2021,"30,666 ","27,184 ","21,706 ","1,904 ","1,756 ",769 ,"2,009 ","1,202 ",584 ,전남,여수시,중흥동,127.684546634514,34.8292999848438
보광해운(주),여수지점,"서울 중구 삼일대로 363, 2동 22층 15호",외감,적정,중소기업,202205,"7,074 ","7,074 ","19,523 ",2021,"13,628 ","4,294 ","6,335 ","7,873 ","-1,298 ","1,242 ","13,544 ",346 ,89 ,서울,중구,장교동,126.987052299704,37.5671565387212
(주)효석,여수지점,전남 광양시 제철로 2148-33,외감,적정,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"30,264 ","32,686 ","32,119 ",807 ,"1,232 ","1,029 ",958 ,905 ,806 ,전남,광양시,금호동,127.766065350403,34.9292598576979
(주)씨아이에스케미칼,여수지점,광주 광산구 진곡산단중앙로 106,외감,적정,중소기업,202205,"4,910 ",0 ,0 ,2021,"9,430 ","3,118 ","2,386 ","1,234 ",-527 ,"-1,385 ","-1,297 ","-1,904 ","-3,360 ",광주,광산구,오선동,126.787562006052,35.1991373384268
비에스쉬핑(주),여수지점,전남 여수시 관문4길 6,외감,적정,대기업,202205,"4,764 ","3,994 ","4,562 ",2021,"17,346 ","17,758 ","23,302 ",-609 ,"1,735 ","3,288 ","-1,216 ","1,689 ","1,738 ",전남,여수시,관문동,127.741665915165,34.7425860782647
이일산업(주),여수지점,전남 여수시 삼동로 27-9,외감,적정,대기업,202205,"25,936 ","23,584 ","22,118 ",2021,"98,562 ","79,598 ","111,620 ","3,575 ","2,907 ","4,248 ","1,141 ","1,809 ","2,615 ",전남,여수시,주삼동,127.653372780208,34.800144126883
(주)대신기공,여수지점,전남 여수시 여수산단로 735,외감,적정,대기업,202205,3 ,0 ,0 ,2021,"213,654 ","251,184 ","196,196 ","6,802 ","6,215 ","6,631 ","5,450 ","4,435 ","5,773 ",전남,여수시,중흥동,127.694435663202,34.8398390856966
지에스바이오(주),여수지점,전남 여수시 여수산단로 923-106,외감,적정,대기업,202205,0 ,0 ,0 ,2021,"188,628 ","114,043 ","104,674 ","11,443 ","5,513 ","8,896 ","9,049 ","5,304 ","6,407 ",전남,여수시,적량동,127.693878392693,34.859906863411
(주)승진엔지니어링,여수지점,전남 여수시 소라면 덕양로 251,외감,적정,중소기업,202205,"1,339 ","1,446 ",0 ,2021,"32,311 ","32,772 ","33,494 ","2,272 ","2,437 ","2,392 ","2,032 ","2,709 ","2,090 ",전남,여수시,소라면 덕양리,127.632956650054,34.7802775534598
(주)용호기계기술,여수지점,전남 여수시 여수산단로 736,외감,적정,중소기업,202205,0 ,6 ,28 ,2021,"43,335 ","40,086 ","33,569 ",926 ,855 ,952 ,536 ,591 ,372 ,전남,여수시,중흥동,127.695450207766,34.8395640459872
(주)와이에이치산업,여수지점,전남 여수시 여수산단1로 278,일반,,중소기업,202205,72 ,72 ,72 ,2021,"2,739 ","1,471 ",960 ,477 ,159 ,126 ,387 ,135 ,116 ,전남,여수시,화치동,127.640772585471,34.8277227558855
(주)엘에스티,여수지점,광주 서구 매월2로15번길 15,외감,적정,중소기업,202205,"4,200 ","3,500 ","3,500 ",2021,"16,654 ","18,092 ","18,481 ",623 ,"1,661 ",170 ,742 ,"1,696 ",374 ,광주,서구,매월동,126.859537694237,35.1191899229725
제일건설(주),여수지점,"전남 화순군 화순읍 중앙로 78, 2층",외감,적정,대기업,202205,"13,000 ","13,000 ","13,000 ",2021,"1,274,362 ","737,914 ","717,309 ","140,780 ","118,095 ","91,910 ","159,040 ","144,237 ","97,801 ",전남,화순군,화순읍 향청리,126.989645491632,35.0603137773718
(주)트라이씨클,여수지점,"서울 서초구 서초대로 301, 5층",외감,적정,대기업,202205,0 ,0 ,0 ,2021,"91,938 ","88,034 ","59,745 ","4,076 ","10,526 ","5,621 ","2,306 ","7,191 ","4,041 ",서울,서초구,서초동,127.014509432433,37.4943310255324
(주)승산팩,여수지점,경남 김해시 상동면 상동로 265-23,외감,적정,중소기업,202205,"1,500 ","1,500 ","1,500 ",2021,"7,500 ","7,412 ","6,792 ",12 ,20 ,92 ,70 ,-53 ,62 ,경남,김해시,상동면 우계리,128.900368149393,35.3041741817001
(주)마린글로리,여수지점,전남 여수시 신월로 112,외감,적정,중소기업,202205,"3,000 ","3,000 ",0 ,2021,"26,658 ","22,544 ","20,143 ","11,111 ","7,027 ","6,910 ","8,911 ","5,817 ","5,642 ",전남,여수시,웅천동,127.680144273964,34.7482047605419
신평산업(주),여수지점,전북 익산시 왕궁면 제석사지로 335,외감,적정,중소기업,202205,"2,000 ","2,000 ","2,000 ",2021,"88,484 ","71,236 ","67,195 ","2,052 ","1,207 ","2,096 ",601 ,571 ,741 ,전북,익산시,왕궁면 흥암리,127.079984155159,35.9674447436725
협성히스코(주),여수지점,전남 순천시 해룡면 율촌산단4로 26-16,일반,적정,중소기업,202205,250 ,350 ,550 ,2021,"9,167 ","11,829 ","14,288 ","-1,173 ","-4,427 ",395 ,"-1,305 ","-4,141 ",204 ,전남,순천시,해룡면 호두리,127.581450309698,34.8966114800566
(주)미래,여수지점,전남 나주시 다도면 다남로 190,외감,적정,중소기업,202205,0 ,0 ,0 ,2021,"31,329 ","26,653 ","23,732 ","3,978 ","2,512 ","3,900 ","6,627 ","3,110 ","3,695 ",전남,나주시,다도면 송학리,126.849133560501,34.9847578507978
(주)와이에이치엔지니어링,여수지점,전남 여수시 여수산단로 740,일반,,중소기업,202205,72 ,72 ,72 ,2021,393 ,406 ,584 ,16 ,12 ,20 ,11 ,5 ,6 ,전남,여수시,중흥동,127.695668014851,34.8400350355922
(주)현대이앤아이,여수지점,"서울 종로구 종로 19, 1901호",일반,,중소기업,202205,297 ,0 ,0 ,2021,0 ,"6,363 ","6,249 ",0 ,347 ,734 ,0 ,39 ,705 ,서울,종로구,종로1가,126.979923668151,37.5708444878121
(주)대웅,여수지점,전남 여수시 율촌면 여순로 827,일반,,중소기업,202205,"2,616 ","2,616 ","2,296 ",2021,"9,760 ","6,321 ","5,377 ",814 ,291 ,-595 ,579 ,214 ,-85 ,전남,여수시,율촌면 조화리,127.586052257658,34.872095525115
(주)승산팩,여수지점,전남 여수시 율촌면 율촌산단2로 241-70,외감,적정,중소기업,202205,"13,173 ","13,405 ","14,206 ",2021,"14,245 ","7,795 ","8,051 ",290 ,-785 ,-389 ,-101 ,78 ,-774 ,전남,여수시,율촌면 여동리,127.601956052876,34.8868748922219
(주)이오판넬,여수지점,전남 순천시 해룡면 율촌산단1로 19-37,일반,,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"9,100 ","9,872 ","10,393 ",120 ,347 ,426 ,102 ,211 ,317 ,전남,순천시,해룡면 선월리,127.579364028724,34.9029284140985
(주)케이엠테크,여수지점,전남 여수시 율촌면 여순로 607-2,일반,,중소기업,202205,817 ,899 ,"1,034 ",2021,"1,508 ","1,209 ","1,464 ",150 ,103 ,126 ,84 ,29 ,35 ,전남,여수시,율촌면 취적리,127.598259215249,34.8546274159063
매일식품(주),여수지점,전남 순천시 서면 산단1길 16,외감,적정,중소기업,202205,"19,078 ","17,200 ","8,800 ",2021,"42,150 ","41,653 ","35,466 ","1,687 ","3,836 ","3,342 ","1,282 ","3,107 ","2,277 ",전남,순천시,서면 선평리,127.506786407915,34.9863917092841
(주)섬진크린,여수지점,전남 광양시 광양읍 초남2공단2길 40,일반,,중소기업,202205,821 ,507 ,594 ,2021,"1,990 ","1,787 ","1,970 ",121 ,127 ,92 ,66 ,110 ,71 ,전남,광양시,광양읍 초남리,127.606368408421,34.9440842777168
(주)지본코스메틱,여수지점,전남 순천시 서면 산단4길 86,일반,,중소기업,202205,"2,790 ","2,860 ","3,200 ",2021,"11,719 ","14,280 ","8,176 ","1,084 ","2,450 ",-60 ,996 ,"2,255 ",-190 ,전남,순천시,서면 선평리,127.50748097285,34.9871671439457
(주)엘에프네트웍스,여수지점,서울 강남구 논현로 323,외감,적정,대기업,202205,"43,319 ","45,089 ","51,989 ",2021,"128,900 ","116,429 ","114,247 ","12,775 ","8,341 ","11,016 ","14,308 ","2,005 ","5,551 ",서울,강남구,역삼동,127.039562553491,37.4939214608267
여수해상케이블카(주),여수지점,전남 여수시 돌산읍 돌산로 3600-1,외감,적정,중소기업,202205,"4,000 ","5,000 ",0 ,2021,"15,768 ","13,779 ","22,843 ","10,921 ","8,998 ","15,047 ","14,157 ","16,379 ","12,294 ",전남,여수시,돌산읍 우두리,127.741524650808,34.7305879168784
(주)강동레미콘,여수지점,전남 순천시 해룡면 여순로 1377,일반,,중소기업,202205,0 ,0 ,0 ,2021,"9,095 ","8,072 ","18,604 ",599 ,410 ,"1,032 ",358 ,376 ,"1,678 ",전남,순천시,해룡면 호두리,127.548002662421,34.9066226066428
(주)죽암엠앤씨,여수지점,전남 고흥군 동강면 죽암로 281-19,외감,적정,중소기업,202205,"3,774 ","4,403 ","5,032 ",2021,"46,457 ","31,812 ","31,734 ","2,612 ","2,023 ","3,024 ","2,148 ","1,603 ","2,308 ",전남,고흥군,동강면 오월리,127.359060512346,34.7912210804592
거제예선(주),여수지점,경남 거제시 동문천로 17,일반,,중소기업,202205,"1,340 ","1,390 ","1,760 ",2021,"1,327 ","1,980 ","1,740 ",266 ,541 ,368 ,202 ,413 ,251 ,경남,거제시,고현동,128.624291516842,34.8805654178246
도양선박(주),여수지점,전남 여수시 웅천3길 4-6,일반,,중소기업,202205,"3,161 ","3,384 ","3,678 ",2021,"4,271 ","4,082 ","4,396 ",613 ,577 ,580 ,411 ,322 ,130 ,전남,여수시,웅천동,127.682045041029,34.7497347998437
(주)강동레미콘제이에이치,여수지점,전남 장흥군 안양면 남부관광로 500-23,일반,,중소기업,202205,900 ,900 ,900 ,2021,0 ,"5,977 ","7,756 ",0 ,175 ,"1,032 ",0 ,8 ,973 ,전남,장흥군,안양면 수양리,126.953755991545,34.66291526454
(주)코팩스,여수지점,전남 나주시 세지면 성산화동길 1-64,외감,적정,중소기업,202205,"3,550 ","3,880 ","4,155 ",2021,"69,549 ","70,880 ","48,065 ","9,774 ","9,493 ","5,054 ","5,311 ","4,409 ","2,370 ",전남,나주시,세지면 성산리,126.751121622637,34.9045779768333
(주)알피바이오,여수지점,"서울 강남구 삼성로 634, 8층",외감,적정,중소기업,202205,"21,000 ","21,000 ","24,500 ",2021,"114,964 ","97,923 ","69,855 ","5,880 ","4,157 ","2,770 ","3,813 ","4,616 ","2,864 ",서울,강남구,삼성동,127.051864456444,37.5166377998582
JWH KFT.,여수지점,2900 Komarom. Irinyi Janos utca 8 / B,기타,,기타,202205,0 ,0 ,0 ,2021,,,,,,,,,,NAN,NAN,NAN,NAN,NAN
(주)고려시멘트,여수지점,전남 장성군 장성읍 영천로 35,코스닥,적정,중소기업,202205,0 ,0 ,0 ,2021,"65,673 ","70,183 ","70,922 ","3,698 ","4,281 ",-460 ,"4,639 ","4,445 ","3,396 ",전남,장성군,장성읍 단광리,126.779008162844,35.2921940630858
대한레미콘(주),여수지점,전남 나주시 청동길 134,일반,,중소기업,202205,0 ,0 ,0 ,2021,0 ,"10,271 ","9,085 ",0 ,255 ,127 ,0 ,280 ,258 ,전남,나주시,청동,126.732630015837,35.0442160707852
태웅글로벌(주),여수지점,전남 광양시 항만2로 115,외감,적정,중소기업,202205,"5,110 ",0 ,0 ,2021,"32,936 ","19,876 ","18,764 ","1,447 ",614 ,"1,238 ",253 ,306 ,893 ,전남,광양시,황길동,127.646402180748,34.9053171270446
(주)순천시친환경에너지타운,여수지점,전남 순천시 서면 산단4길 12,일반,,중소기업,202205,"1,339 ","1,339 ","1,339 ",2021,0 ,386 ,164 ,0 ,22 ,-164 ,0 ,-39 ,-212 ,전남,순천시,서면 선평리,127.505590219084,34.9818533221524
영진기술(주),여수지점,전남 여수시 좌수영로 883,외감,적정,중소기업,202205,"1,613 ","1,800 ","3,355 ",2021,"8,070 ","22,281 ","28,123 ","-2,959 ",152 ,264 ,"-1,336 ",110 ,594 ,전남,여수시,여천동,127.672895150414,34.780903617847
(주)지엘에스,여수지점,광주 북구 첨단연신로 279,외감,적정,중소기업,202205,"9,600 ",0 ,0 ,2021,"31,845 ","23,580 ","8,996 ","1,867 ",783 ,560 ,"1,502 ",523 ,181 ,광주,북구,연제동,126.860257173778,35.20547157319
이일켐(주),여수지점,전남 여수시 삼동로 27-9,일반,,중소기업,202205,"3,200 ","3,200 ","3,200 ",2021,"11,388 ","8,896 ","9,997 ",350 ,318 ,304 ,222 ,147 ,172 ,전남,여수시,주삼동,127.653372780208,34.800144126883
(주)씨엠디기술단,여수지점,충남 보령시 청소면 송덕신송길 545,외감,한정(기업회계기준위배),중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,"13,271 ","10,018 ","15,536 ","1,013 ","2,336 ","2,318 ","1,350 ","1,737 ","1,713 ",충남,보령시,청소면 신송리,126.591714745383,36.4578559086994
(주)정우피앤씨,여수지점,경기 평택시 청북읍 삼계4길 78-50,일반,,중소기업,202205,"3,500 ","3,500 ","3,500 ",2021,458 ,6 ,12 ,-581 ,-579 ,-91 ,-692 ,-706 ,-122 ,경기,평택시,청북읍 삼계리,126.916095322569,37.0499308524378
(주)카브루,여수지점,경기 가평군 가평읍 연갈길 20,일반,,중소기업,202205,"6,000 ","6,000 ","2,000 ",2021,"5,509 ","5,596 ","4,993 ","-1,179 ",-469 ,-814 ,"-2,254 ",-806 ,-881 ,경기,가평군,가평읍 상색리,127.47868477448,37.7945323708883
(주)대평,여수지점,전남 광양시 항만7로 54,외감,적정,중소기업,202205,"14,000 ","14,333 ","15,000 ",2021,"25,308 ","22,570 ","23,955 ","2,326 ","2,476 ","1,568 ","1,703 ","2,309 ","3,364 ",전남,광양시,도이동,127.674721368953,34.9220080985543
(주)나라판넬사천,여수지점,경남 사천시 정동면 노천길 40-24,일반,,중소기업,202205,"5,000 ","5,000 ","5,000 ",2021,"20,656 ","12,395 ",0 ,435 ,217 ,-57 ,337 ,158 ,-84 ,경남,사천시,정동면 장산리,128.125775536002,35.0508893838627
(주)나라,여수지점,경남 사천시 정동면 노천길 22,일반,,중소기업,202205,"4,000 ","4,000 ","3,000 ",2021,0 ,"3,948 ",0 ,0 ,263 ,-34 ,0 ,192 ,-73 ,경남,사천시,정동면 장산리,128.124883684642,35.0504014829278
(주)나라케미칼,여수지점,전남 담양군 금성면 담순로 408-17,일반,,중소기업,202205,"1,000 ","1,000 ","1,000 ",2021,0 ,"7,939 ","10,834 ",0 ,566 ,"1,403 ",0 ,498 ,"1,264 ",전남,담양군,금성면 봉서리,127.052715633171,35.348694131235
(주)엘에프푸드,여수지점,"서울 강남구 언주로 874, 6층",외감,적정,대기업,202205,"5,000 ","5,000 ","5,000 ",2021,"113,195 ","104,833 ","62,265 ","-3,390 ","-13,078 ",-721 ,"-3,456 ","-16,261 ","4,761 ",서울,강남구,신사동,127.034133513054,37.5285885762172
(주)매그나텍,여수지점,전남 장성군 동화면 전자농공단지2길 55,외감,,중소기업,202205,"3,597 ","2,948 ","2,000 ",2021,"12,793 ","7,217 ","8,338 ","1,540 ",493 ,547 ,"1,355 ",482 ,552 ,전남,장성군,동화면 남평리,126.727998632998,35.2756190655908
(주)블루오션테크,여수지점,"전남 여수시 율촌면 율촌산단2로 203-78, 2층",일반,,중소기업,202205,720 ,840 ,"1,080 ",2021,"6,272 ","6,895 ","6,793 ",235 ,373 ,357 ,176 ,320 ,310 ,전남,여수시,율촌면 여동리,127.598091744299,34.8876641072747
(주)강동,여수지점,전남 곡성군 오곡면 섬진강로 2074,외감,적정,중소기업,202205,"2,732 ","4,212 ","5,471 ",2021,"23,655 ","19,150 ","24,163 ","4,252 ","1,601 ","5,360 ","3,556 ","1,195 ","4,067 ",전남,곡성군,오곡면 오지리,127.330021886681,35.2668931565588
